"r.id","r.title","r.tally_ayes","r.progress_report","r.tally_nays","r.status","r.requested"
1151.0,[Root] Please reject/ignore,"41000000000","","39401594089449196",TimedOut,-1
1152.0,Please reject/ignore.,"1000000000","","38173209063536816",TimedOut,-1
1153.0,Polkadot's Economics Parameters: Proposal 4 (5% constant total inflation),"45310906814959067","","164276034008683899",TimedOut,-1
1154.0,UNNOTE THE PREIMAGE- PLEASE DON'T VOTE,"1487951001000000","","343303092431790018",TimedOut,"9632300000000"
1155.0,Retroactive Tip for polkadot & kusama OpenGov Voting Observer Twitter(X) Bot,"42440072910170882","","212333504071690007",Rejected,"10000000000000"
1156.0,Compensation tip for coverage of activities,"43750580910170882","","209286533829528828",Rejected,"1393800000000"
1157.0,"[Wish For Change] Referendum #1157 - Make polkadot.com code, open source","357518648894772409","","643253000000000",Executed,-1
1158.0,"Argus Explorer : Open-source, PVM-focused blockchain explorer designed to address critical needs within the Polkadot ecosystem.","106226100000000","","61409206483097567",Rejected,"60000000000"
1159.0,Support for Investigative Work and Communication Initiatives in Polkadot - Revisited,"44393213970916850","","255248618192965349",Rejected,"10000000000000"
1160.0,Close Bounty 19 – Wasm Smart Contracts Bounty,"69607934399718675","","2377687272596058",ExecutionFailed,-1
1161.0,[Whitelisted Caller] Configure the Coretime Chain and start sales,"1773903320218130398","","100000000000",Executed,-1
1162.0,Please Vote on #1177 (Deprecated -> .DOT Authority Registration for the Polkadot App),"23084542657450810","","177211163862860637",Rejected,-1
1163.0,[Retroactive $DED token] Social Media marketing for dotisded,"292147776715323493","","331957413364472122",Rejected,"11920242730000000000"
1164.0,ChessOnchain on Polkadot ,"142000100000","","227632216463242134",TimedOut,"60200000000000"
1165.0,Development of @noble/curves/sr25519 package by Paul Miller and audit sponsorship (1/2),"314276694613656907","","50001000001000",Executed,"19800000000"
1166.0,Marketing Bounty 2.0,"583593399330408102","","111846912935260514",Executed,-1
1167.0,[Small Tipper] Tip for Creating a UI for the Substrate Kitties Tutorial,"258937780546734316","","50880000000000",Executed,"2000000000000"
1168.0,SmallTipper,"129668391288527050","","82355997917830468",Executed,"200000000000"
1169.0,Showcasing Polkadot’s Capabilities: The Spammening,"169752721118589653","","4977856718496947",Executed,"650000000000000"
1170.0,Only Retroactive Funding Proposal: Completed Remarker Development,"168466874730415569","","1970065063200410",Executed,"9469100000000"
1171.0,Educational content maintenance proposal by Cryptonitas. ,"8948671613711422","","65836463909735575",Rejected,"166120000000000"
1172.0,[Whitelisted Caller] Fix incorrect price for first coretime sale,"2080386601767783151","","50000000000",Executed,-1
1173.0,Polkadot Community Foundation <> Ledger - Giveaway to Increase 𝕏 Followers,"19896347146366773","","4640905391005981",Executed,"20506000000"
1174.0,Tip for 4+ Years of Phunky Polkadot Activism,"113287921475972287","","44266261886647286",Executed,"10000000000000"
1175.0,VDS Academy Channel - 6 months funding,"8385596189385061","","61483980391635233",Rejected,"30000000000"
1176.0,Sub0 Thailand 2024 Sponsorship for active devs and community members,"26695930827703224","","76125688720738837",Rejected,"166932300000000"
1177.0,.DOT Authority Registration for the Polkadot App,"74340844505330292","","584151000000000",Executed,-1
1178.0,SoyPolkadot: Driving Mass Adoption in LATAM through Real Experiences and Rewards,"1762004900000000","","559373102732822682",TimedOut,"497730000000000"
1179.0,FanSociety - an on-chain fan club protocol for musicians and fans,"4002000001000","","316503310165063290",TimedOut,"19200000000"
1180.0,Action Research for OpenGov,"218276618405597","","82682219735324389",Rejected,"67000000000000"
1181.0,SmallTipper,"168175269187049817","","50000000000",Executed,"800000000000"
1182.0,Anti-phishing browser extension,"105002100001000","","137389973149673991",TimedOut,"220000000000000"
1183.0,World’s Gymnastics on Polkadot,"1167537090593623","","81862739384529030",Rejected,"2891830000000000"
1184.0,"Preimage unnoted, to be resubmitted [Please vote NAY]","2250340010000000","","78139906024597759",Rejected,"69510610000"
1185.0,Bounty Proposal: [Continuation of the Spanish content and event production bounty],"3542599112416584","","76814491005599112",Rejected,"852277300000000"
1186.0,Reduce the Set of Head Ambassadors and Start an Effective Ambassador Program,"74987732894893577","","331210402985518678",Rejected,-1
1187.0,Polkadot Korea: 3-Months Marketing and Community Expansion Services by CoinEasy 🍊,"179727000000000","","66567225867839127",TimedOut,"24392000000000"
1188.0,Canceling referendum 1186,"8530392731077561","","62508981025827701",Rejected,-1
1189.0,Proposal to Demote Don Diego Sanchez as Head Ambassador,"297762797712404068","","65605892051335857",Executed,-1
1190.0,Inroduce KYC/DID for HA and Bounty Curators,"6969555207951007","","62629313619149828",TimedOut,-1
1191.0,Kill Referendum #1189 - Keep Mr Sanchez in the Relay Chain,"3025154695200085","","71929420646453724",TimedOut,-1
1192.0,PolkaIdentity's Registrar Application,"75460885009478875","","8706601955347701",Executed,-1
1193.0,SQD (fka Subsquid) - Public data indexing Infrastructure for Polkadot and Kusama (Q1 2024),"79337685435863113","","33078929998613768",Executed,"475979100000000"
1194.0,Compensation tip for Business Development activity and grow C-Level ecosystem,"131218996346678439","","94634521875650245",Executed,"2500000000000"
1195.0,Remove all 20 Head Ambassadors and remove the Ambassador Collective,"189476334056826038","","482532311200000000",Cancelled,-1
1196.0,Proposal for Funding the Development of the polkadot-typed-api Library,"2905066511495767","","62362447254867470",TimedOut,"50000000000000"
1197.0,Proposal to remove ONLY the 20 current Head Ambassadors,"302715438933301331","","63276462394871411",Executed,-1
1198.0,Ecosystem Agent Tip,"263130722318408","","67927187394249478",Rejected,"500"
1199.0,"","0","","65614276314349983",TimedOut,-1
1200.0,[Whitelisted Caller] Increase validator set size to 500,"167839674312851883","","534722425977300",Executed,-1
1201.0,Motoverse - Preimage removed -- vote NAY,"1502297180916850","","81543287921599518",Rejected,"185000000000"
1202.0,[Whitelisted Caller] Upgrade Polkadot to v1.3.3,"1488504595904440694","","100000000000",Executed,-1
1203.0,Peranto: Empowering Legal Compliance and Digital Identity with KILT and Polkadot in LATAM,"1126978908728824","","81998653409862692",Rejected,"100000000000"
1204.0,Research: RFP Action Research for OpenGov,"186724510000000","","81161319234030896",Rejected,"66055000000000"
1205.0,Funding the Ambassador Program,"305005575616323","","80357829477476786",TimedOut,"840000000000"
1206.0,Rotating DOT Logo on Telegram - Emoji Pack on Telegram,"186283367043102686","","1128467791005981",Executed,"1500000000000"
1207.0,FanSociety - an on-chain fan club protocol for musicians and fans,"372527893428297","","84342619818621049",Rejected,"19200000000"
1208.0,Vote Nay - Preimage has been removed,"25599124590447552","","76707272407006678",Rejected,"10000000000000"
1209.0,Marketing Strategy For Polkadot,"228302912912031","","69155970703450724",TimedOut,"1000000"
1210.0,Delivery of 4 Government Use Cases to Onboard Millions onto Polkadot,"304072301859561282","","76862248253671069",Executed,"763000000000"
1211.0,Updated Tip for Lily for Work on Bounties,"38283047231852131","","71866329870718436",Rejected,"5000000000000"
1212.0,EasyA x Polkadot University Microgrants Bounty,"43642272696511590","","62646933466973267",Rejected,-1
1213.0,"Boosting Polkadot's Branding, Tickers, Educational & News Content on major crypto media","289455284010000000","","384344999697137729",Rejected,"330000000000"
1214.0,Canceling referendum 1195,"70101737811974","","80427668892860400",Rejected,-1
1215.0,Retroactive Reward for HA work - Abdulbee.,"16778191209288412","","20094946730845414",Rejected,"15000000000"
1216.0,Inflation decreasing - Gavin Wood vision,"326041168903414","","78318148000834136",TimedOut,-1
1217.0,[ Wish for change ] Unifying Polkadot Ecosystem Address Format,"467240962791842385","","683060201000000",Executed,-1
1218.0,Treasury Proposal for Funding the JAMTON Project - Bridging 950 Million Users to the Polkadot Ecosystem,"445954074527441051","","596213957927317615",Rejected,"251660000000"
1219.0,OpenZeppelin x Polkadot Ecosystem Growth Phase M4,"21981429404347099","","61422952028973101",Rejected,"629082990000000"
1220.0,Retroactive Tip For Solo Content Creation-2,"84964846600499176","","19810922823368602",Executed,"15000000000"
1221.0,Retroactive Big Tipper Proposal  - Research and analysis of the Polkadot Ecosystem AI-tools Usage for Treasury Proposal Processing,"306505293672915","","72788330638887327",Rejected,"4440000000000"
1222.0,Polka Power 2 People (PP2P) Program,"7402219162096348","","71640678557536355",Rejected,"10000000000"
1223.0,Florida Blockchain Business Association (FBBA) Sponsorship to Improve Polkadot’s Presence In the U.S.,"304180504788978528","","187703808218668866",Executed,"50000000000"
1224.0,Alan B. Levan | NSU Broward Center of Innovation Membership,"15439469042169178","","3309003885838989",Executed,"2400000000"
1225.0,[Retroactive] Subsquare 12 months maintenance and common features development,"84318140374869116","","32909902361125180",Executed,"469845000000"
1226.0,Polkadot Korea: 3-Months Marketing and Community Expansion Services by CoinEasy 🍊,"73662458233359874","","309892335231461120",Rejected,"24392000000000"
1227.0,"","0","","76564541594893425",TimedOut,"220000000000000"
1228.0,Vote Nay,"10000000000","","80640366668262022",TimedOut,"410000000000"
1229.0,Polkadot Ecosystem Branding Exposure at Bitcoin.com ,"11979361120531476","","369907509873069965",Rejected,"240000000000"
1230.0,Retroactive Funding for Dotmemo - Onchain Event Memories for Polkadot,"76309370862396664","","4070700161526760",Executed,"42000000000"
1231.0,"","70382988558136064","","4988315702388797",Executed,"200000000000"
1232.0,Talisman Wallet and Portal Retroactive Funding,"326584817296908897","","1245542213796934",Executed,"690600000000"
1233.0,SmallTipper,"73556875210460720","","622094880593623",Executed,"200000000000"
1234.0,"","0","","80141256108758556",TimedOut,-1
1235.0,Canceling referendum 1195,"481787694115982420","","76953962255387798",Executed,-1
1236.0,SmallTipper,"75270009095970426","","588171324977300",Executed,"800000000000"
1237.0,Participation in the Web3 Gaming event in Mexico City - Itemz Games (Casa Battler),"5962513761599631","","15553620200376374",Rejected,"2987000000"
1238.0,vote No: Wrong track ,"112606723359874","","79602995867026668",Rejected,"25000000000000"
1239.0,[Medium Spender] Referendum #1239 Opt-In Tip for DV Cohort 2 - Saxemberg ,"86365012179372321","","189652306776140249",Rejected,"25000000000000"
1240.0,Dablock: Open-Source Migration & Operations [October - January],"57329080668185057","","15902545521199127",Executed,"8400000000"
1241.0,"","0","","77802015999414695",TimedOut,-1
1242.0,"","0","","77411903300110818",TimedOut,"79350000000000"
1243.0,"","100000000","","77553320800110818",TimedOut,"697860000000000"
1244.0,SmallTipper,"74742548749305795","","621645555616323",Executed,"200000000000"
1245.0,--,"94949528189472849","","369020652740942613",Rejected,"438600000000"
1246.0,$DED Holiday Marketing Campaign - Korea and Japan,"294393942904149666","","567465674345037365",Rejected,"12000000000000000000"
1247.0,Remove all 19 Head Ambassadors ,"65820227008962111","","14505345704519729",Executed,-1
1248.0,To Be Timed Out,"10000000000","","77418699581341815",TimedOut,-1
1249.0,Inclusion of Acurast in Marketing Narratives,"223736344011763068","","180161275297768899",Executed,-1
1250.0,Polkadot Open Source Developer Grants Bounty Program Curator Candidacy ,"443210426056067176","","222177070801794",Executed,-1
1251.0,SmallTipper,"73652561347652795","","1070001000000",Executed,"200000000000"
1252.0,"Artemis Analytics Integration: Integrate Polkadot and Polkadot Ecosystem Data Into Artemis, The Most Used Crypto Analytics Platform by US Institutional Investors","314241603973494705","","81326224592068111",Executed,"200000000000"
1253.0,SmallTipper,"77848148538822526","","90501000000",Executed,"200000000000"
1254.0,Bounty Compliance Standards 1.0,"430707724313004339","","12070520001000000",Executed,-1
1255.0,NAY ,"0","","79462718478983012",TimedOut,"105000000000"
1256.0,Deploy Uni V3 contracts to AH,"15578800241113270","","64389108726467569",TimedOut,"105000000000"
1257.0,Polkadot Growth Initiative ,"191666055616323","","441916628949230709",Rejected,"629000000000000"
1258.0,"Publishing and promoting the documentary, “Blockchain Gaming,” by the Polkadot community.","414996873861751256","","144080194565046166",Executed,"32500000000"
1259.0,incorrect - vote NAY,"10441500000000","","449455559599895752",Rejected,"750000000000000"
1260.0,Continued Management of Polkadot’s 𝕏 Account,"378524501591953940","","64318518678245618",Executed,"75000000000"
1261.0,Polkadot Growth Initiative,"117658055616323","","382586961550911207",Rejected,"62900000000"
1262.0,"Infrastructure Funding for Polkadot Asset Hub #3 - Atomic swaps, Offers, Maintenance","382852803302063753","","3740270861970891",Executed,"280000000000"
1263.0,SmallTipper,"75114649395441097","","1200001000000",Executed,"200000000000"
1264.0,PolkaGate: One-Year Retroactive Funding Proposal (Oct. 2023 - Oct. 2024),"67133243638290523","","316633607215092430",Rejected,"643110000000000"
1265.0,Unlocking Growth with a 6-Month PolkAchiever Campaign and AirLyft Enterprise Suite Access,"74972966336533173","","368022919480721040",Rejected,"120000000000"
1266.0,Apillon Milestone 3 Proposal: Core Integrations and Service Enhancements for Polkadot Ecosystem Growth,"161500094788505204","","122669146546848635",Executed,"809600000000"
1267.0,The Polkadot Ambassador Fellowship,"84237517784545904","","15976402580190527",Executed,-1
1268.0,SmallTipper,"75417381883992595","","60001000000",Executed,"200000000000"
1269.0,[Vote Nay] Polkadot Staking Dashboard & Developer Console 2024-25 Funding,"20509344473735848","","441677748161363326",Rejected,"523110000000000"
1270.0,Tip for an account used for Referendum Deposit Clean-up and Validator Payout Bot,"62569220656282231","","11660881001000000",Executed,"10000000000000"
1271.0,"[Whitelisted Caller] Upgrade Polkadot Relay and Asset Hub to v1.3.4, setting Polkadot inflation to 120M DOT per year","631609425309137897","","741000000000",Executed,-1
1272.0,Crystal Intelligence Blockchain Intelligence Proposal ,"237107011000000","","444785665665732927",Rejected,"1375000000000"
1273.0,BuildOnDot 1 Year Infrastructure Cost - Domain + Hosting,"74140275299434233","","340000000000",Executed,"500000000"
1274.0,Polkadot Ecosystem Support with DefiLlama Research,"11845840197023632","","367619198243663132",TimedOut,"530500000000000"
1275.0,VOTE NAY - pre image error,"105221709047040","","379442022021269174",TimedOut,"12000000000"
1276.0,TIP for the activities made by the Polkadot Mexican Collective,"602166949587899784","","136701441721254592",Executed,"12000000000"
1277.0,Please Vote NAY,"11936417953990877","","390290240279030315",Rejected,"300000000000"
1278.0,Proposal: Meetups Bounty #43 top-up & changes,"314836197354068217","","3058453022616323",Executed,"630000000000000"
1279.0,Polkadot marketing proposal in Chinese speaking areas,"38772000000000","","439681989665822850",TimedOut,"200000000000000"
1280.0,nayyyy,"101000000000","","386726925183439678",TimedOut,"299990000000000000000"
1281.0,use DED to fund WUD,"13741736468000000","","312368133609455980",TimedOut,"296969696900000000000"
1282.0,"Enhancing Polkadot's Presence in Asia through Strategic Events, Experiences, and Localized Community Engagement","1067010000000","","898369620502433734",Rejected,"2660940000000"
1283.0,Curator Resubmission for POLKADOT <> KUSAMA BRIDGE SECURITY BOUNTY,"439598431368187271","","1605399761406025",Executed,-1
1284.0,Tip Request for Work Related to Bounties on Polkadot,"185486661217666902","","13378154467000000",Executed,"1250000000"
1285.0,VOTE NAY. Wrong currency - resubmitting as stables,"343321010000000","","439025935240212992",Rejected,"204280000000000"
1286.0,PolkaHotClub: a commission-free OnlyFans alternative platform based on the use of DOT as the currency for internet content subscription services,"481010000000","","436999037981928420",TimedOut,"960000000000000"
1287.0,Polkadot Ambassador Fellowship: Initial Funding Request and Validation of the Advisory Board,"255827003611639557","","13119992085657354",Executed,"640000000000"
1288.0,Argentinos Juniors Fantasy Opportunity,"975410000000","","440945021818880164",Rejected,"440000000000"
1289.0,Fuelarts x BitBasel | Creative Tech Accelerator for Polkadot,"223451466415333","","439182000002803880",Rejected,"300000000000"
1290.0,OpenZeppelin x Polkadot Ecosystem Growth Phase M4,"376099800072623483","","92210950000000",Executed,"260000000000"
1291.0,SmallTipper,"313324159813040235","","50000000000",Executed,"200000000000"
1292.0,SmallTipper,"313324159813040235","","50000000000",Executed,"200000000000"
1293.0,"","190556811458354778","","50000000000",Confirmed,"200000000000"
1294.0,SmallTipper,"313332097936051262","","50000000000",Confirmed,"200000000000"
1295.0,"","190774758600731495","","61311684075709260",Executed,"200000000000"
1296.0,SmallTipper,"313332054815886509","","50000000000",Executed,"200000000000"
1297.0,Closing Bounty 39. BD (Business Development) Bounty.,"452292050552888994","","95081250000000",Executed,-1
1298.0,Vote NAY - wrong preimage,"105868105705513","","450125327621144173",Rejected,"40000000000000"
1299.0,Bohemia Fam and reimbursement for my time,"256839069211070873","","116219256845536801",Executed,"10000000000000"
1300.0,SolidityScan Polkadot Proposal,"63198954215870546","","374571849702068250",Rejected,"11000000000"
1301.0,Treasury Proposal: Funding for Enhancing Substrate Fast Sync for Large Chain States,"375981652632909039","","114768973359874",Executed,"20000000000"
1302.0,VOTE NAY. Resubmitting as stables,"1569614870359675","","444796358640326218",Rejected,"317040000000000"
1303.0,Kus Public Broadcasting Extension & Marketing Bounty Engagement,"329563457611601141","","68779267737667533",Confirmed,"253512320000"
1304.0,"3AV, an Open-source Standard Format for Audio and Video","7970784970324931","","443757564476726132",Rejected,"286670000000000"
1305.0,[Retroactive]Treasury Proposal- Mimir 2.0 - Multisig Optimization And Proxy,"328683717144209089","","397575392394997",Executed,"134500000000"
1306.0,[DO NOT PLACE DECISION DEPOSIT] Check the new referendum submitted,"2475923010000000","","76508803900363735",TimedOut,-1
1307.0,Set a 5% Minimum Validator Commission Fee for Polkadot,"257782417184125594","","240268017562379976",TimedOut,-1
1308.0,Pure Proxy Replication for accounts with inaccessible funds on Asset Hub,"600687770902903830","","117328114049847",Executed,-1
1309.0,Web Summit: Targeting Web2 companies to explore Polkadot's solutions to solve their problems. ,"246405477566934447","","117788040016824202",Executed,"4534000000"
1310.0,Please ignore,"652010000000","","444896001106382496",Rejected,"263193100000000"
1311.0,Ignore this referenda,"721621636212","","445092882106382496",Rejected,"1283300000000"
1312.0,Encode x Polkadot 2024: Tranche 1 update and discussion ahead of request for Tranche 2,"306146158642915133","","133391603588442939",Executed,"128330000000"
1313.0,Polkadot Storage: Phase 3/3,"494109885529907188","","494396232869021763",Rejected,"1900001000000"
1314.0,Milestone 1: EasyA x Polkadot: In-person hackathons and in-app Polkadot 2.0 crash course (#360DaysOfPolkadot),"259635155100454992","","120442553419681904",Executed,"392500000000"
1315.0,Creation of an AssetDIDcomm System with AssetDID Credential Verification,"187702900490999180","","134077303486969921",Executed,"150610000000"
1316.0,SmallTipper,"301805563700012043","","0",Executed,"200000000000"
1317.0,Treasury Proposal: Merkle Mountain Belts (MMBs),"257965465050842249","","917792123111366050",Rejected,"0"
1318.0,PROPOSAL EDUCATING IN LATIN AMERICA WITH THE POLKADOT ECOSYSTEM PART 2,"332355785728581","","256510434749470227",Rejected,"25640000000000"
1319.0,Treasury Proposal for Funding the JAMTON Project - Milestone 1,"122638953983300890","","327363846759785116",Rejected,"78800000000"
1320.0,SmallTipper,"376600278370662415","","39000000000000",Executed,"200000000000"
1321.0,Introduce quadratic funding to the polkadot treasury spending,"2161944958034440","","372360151035602508",TimedOut,-1
1322.0,Referendum #1322: Rebond DOT from Parallel Fi accounts - Description below,"1171979210969224380","","41122500000000",Executed,-1
1323.0,SmallTipper,"374020437887667890","","31120000000000",Executed,"200000000000"
1324.0,SmallTipper,"372943311336241519","","31120000000000",Confirmed,"200000000000"
1325.0,"Bounty Manager MS2, Further Development and Maintenance","61042773102610329","","363052376404109809",Rejected,"265000000000"
1326.0,Subject: Parallel Finance Guilty- Request for Investigation,"77078514832744930","","1289010778306332",TimedOut,-1
1327.0,SmallTipper,"361818227943664789","","31120000000000",Confirmed,"800000000000"
1328.0,Retroactive Tip For Solo Content Creation,"12237412000000000","","361387593843410839",TimedOut,"5000000000000"
1329.0,SmallTipper,"373938025880327872","","180000000000",Executed,"200000000000"
1330.0,TIP for DDS and Lucy,"191363096254353039","","139382862325802196",Executed,"99100000000000"
1331.0,Ink!ubator 2.0 – Change of curators for bounty #19,"440892707850330538","","3454300287557231",Executed,-1
1332.0,Vote Nay - Maintenance for the substrate-api-client Jan-25 to Jun-25,"15765935741881100","","422306207637218713",Rejected,"38600000000000"
1333.0,SmallTipper,"299270745597079295","","31030000000000",Executed,"200000000000"
1334.0,ReactiveDOT: funding request for the first stable version,"374886371034456844","","477353000000000",Executed,"67600000000"
1335.0,"","250847788465376237","","61304150000000000",Executed,"200000000000"
1336.0,Re-propose curator for the Moderation team bounty,"437163970758103828","","225956142394997",Executed,-1
1337.0,Prestel & Partners: Family Office & Investor Conference Series for Polkadot,"211575892653972197","","293270547079859858",Rejected,"185000000000"
1338.0,"","238701850791749509","","0",Executed,"200000000000"
1339.0,Critical Runtime Upgrade to Prevent Further Exploitation,"491150439922453823","","3513520236561685",Executed,-1
1340.0,Treasury Proposal: Retroactive Funding for PVM Debugger,"646407029207871211","","224805142394997",Executed,"16000000000"
1341.0,Continuation of Activities of the BD Team Spain & Andorra,"330547914349393","","435624840403943981",Rejected,"292200000000000"
1342.0,Scaling Polkadot: Driving Blockchain Innovation for Real-World Assets - Business Development Proposal,"434937019644764","","377221164259735061",Rejected,"127050000000"
1343.0,dAppForge Milestone 3 ,"319359535165386018","","117003763048202727",Executed,"115000000000"
1344.0,SmallTipper,"313496598578795006","","51000000000",Executed,"200000000000"
1345.0,"Etherscan-as-a-Service x Polkadot Hub - PolkaVM Block Explorer (1 Mainnet, 1 Testnet)  ","86580208252017584","","304022387468261048",Rejected,"1000000000000"
1346.0,Accelerate growth and adoption across the entire Polkadot ecosystem,"256902094669090883","","5689533277144385",Confirmed,"1005000000000"
1347.0,Treasury Proposal: Polkadot Africa Community Growth (West and East Africa regions) ,"257763622052192011","","75570362611205327",Executed,"92880000000"
1348.0,Código Brazuca  Academy,"13209375129903635","","361555710841688744",Rejected,"27546000000"
1349.0,Wrong Track - Please vote NAY,"731546704028441","","75324466913184358",TimedOut,-1
1350.0,Wish For Change | Polkadot Branding Guideline,"377440444324535368","","60108856924199137",Executed,-1
1351.0,[Small Spender] Reimburse accounts affected by an XCM bug,"196678804760873272","","239932198827287158",Rejected,"10000000000"
1352.0,Retroactive Funding for Ecosystem Activities,"191076119558225175","","118608848912171825",Executed,"45000000000"
1353.0,Ratify Payout APPROVED by Ref. 1303 - The Kus,"641941030986965171","","201122250000000",Executed,"253512320000"
1354.0,SmallTipper,"299093883104532373","","120000000000",Executed,"800000000000"
1355.0,Maintenance for the substrate-api-client Jan-25 to Jun-25,"437938535892090298","","477181000000000",Executed,"33200000000"
1356.0,SmallTipper,"360848247835084716","","50250000000",Executed,"200000000000"
1357.0,Conor Daly - 2025 Polkadot Motorsports Program,"61592153266813693","","232659576444259061",Rejected,"0"
1358.0,NaviDOT - Christmas Campain,"135967140840550657","","61854633105198644",Executed,"300000000000"
1359.0,Polkadot Legal Bounty,"204546677138171029","","2623672426694357",Executed,-1
1360.0,SmallTipper,"300508223549070029","","0",Executed,"200000000000"
1361.0,SleepyNeko for Ambassador ,"12204454028441","","77115989078753300",TimedOut,-1
1362.0,OG Tracker 2026,"248393779621743696","","63408021094932205",Executed,"604400000000"
1363.0,"Wrong number, please VOTE NAY","210000000000","","434232291946366297",TimedOut,"1986000000000000"
1364.0,AIWeb3 Chinese Unit(爱Web3 中文社区) renew operation Dec. 2024 - Dec. 2025,"61623701141425168","","314717412346366297",TimedOut,"198600000000"
1365.0,Proposing new curators for the Public RPC Bounty (31),"428175629260657943","","281028501785970",Executed,-1
1366.0,"Subscan Q3/Q4 2024 Funding Proposal: Basic service fee & Development cost for the Polkadot, Westend, and Rococo Ecosystems）","267568310671906088","","296485555616323",Executed,"163507880000"
1367.0,Polkadot Moderation Team Bounty Top-up - 2025,"385175364002922925","","317297698011320",Executed,"273305000000000"
1368.0,Closing Bounty 27. Polkadot Parachain Assets Onramp Bounty Program,"445455905149761482","","281008501785970",Executed,-1
1369.0,SmallTipper,"421764694290183809","","24783142394997",Executed,"200000000000"
1370.0,Polkadot Staking Dashboard 2025 (Q1-Q2) Funding Proposal,"328221210496746870","","910200751785970",Executed,"82000000000"
1371.0,Next-Gen Smart Account Features – powered by Polkadot,"196116845914302153","","121740267148719983",Executed,"606380000000"
1372.0,Lotto Multichain dApp - Discussion,"295863134299360","","367073356110117806",TimedOut,-1
1373.0,Vote NAY - Wrong Preimage,"100473134299360","","437433185676000970",TimedOut,"275000000000000"
1374.0,Polkadot Fast-Grants Bounty,"269486995781524773","","178322162711913990",Executed,-1
1375.0,Polkadot Education Path by Open Web Academy,"8076349251701653","","316071685333911643",Rejected,"27500000000"
1376.0,KWIT - mobile payment wallet,"11927725709493587","","427828809908511915",Rejected,"334000000000"
1377.0,OG Rust Bounties,"455984978888868661","","2864534751785970",Executed,-1
1378.0,SmallTipper,"434223797140773186","","279868501785970",Executed,"800000000000"
1379.0,"","360197560816764212","","1050000000000",Executed,"800000000000"
1380.0,Modern Market Sponsorship Finder's Fee,"177954782292457346","","61783927855198644",Executed,"694200000000"
1381.0,Ratify Payout APPROVED by Ref. 1346 - Token Terminal,"695570689744667367","","456263501785970",Executed,"1005000000000"
1382.0,Re-propose curators for the Meetups Bounty #43,"438518908724881945","","1132000000000",Executed,-1
1383.0,Ideal Network: The Randomness Layer for Polkadot's World Computer,"378400639139731949","","938532820285970",Executed,"300250000000"
1384.0,.,"20040000000000","","427322351568865846",Rejected,"400000000000"
1385.0,SmallTipper,"302989679069500006","","250000000",Executed,"200000000000"
1386.0,.,"530221000000000","","439192873568865846",Rejected,"410000000000"
1387.0,.,"140000000000","","439182603568865846",Rejected,"410000000000"
1388.0,Technical & Marketing Partnership - Polkadot & Team Vitality to revolutionize esports fan engagement thanks to Web3!,"60962954811005120","","378087925727930062",Rejected,"0"
1389.0,Conor Daly - 2025 Polkadot Motorsports Program 2.0,"348773300046741829","","422472378439150965",Rejected,"0"
1390.0,Talisman - Mobile Wallet Proposal,"244173244045761682","","68708670803503780",Executed,"598100000000"
1391.0,"Nova Wallet 6th Proposal: Retroactive Reimbursement: Swaps, Seamless DApp Browser, Portfolio, SwipeGov, New Polkadot Ledger, Runtime Updates, and more","568701029736671719","","279890501785970",Executed,"1037010000000"
1392.0,{bash} events 2025 - (March to July) - creating permanent user funnels.,"298030933845618932","","44483300549444934",Executed,"452000000000"
1393.0,"","54000000000","","73121570739897435",TimedOut,-1
1394.0,Wish for Change | Polkadot Treasury Bitcoin Strategic Reserve,"196525191343431086","","1120466335150225",TimedOut,-1
1395.0,Polkadot System Parachains Collator Bounty #32  Top-Up Proposal - Jan/2025,"441883734184660738","","3542000000000",Executed,"215049400000000"
1396.0,SmallTipper,"374805196933746115","","279872501785970",Executed,"200000000000"
1397.0,Tip for 2 days workshop - Polkadot Experience Beta,"132958676724306866","","61921735218170017",Executed,"2068400000000"
1398.0,Fine-tuned and Dedicated Onboarding Strategy into Polkadot,"280933008910304206","","353043877472912334",Rejected,"4950300000000000"
1399.0,Retroactive Funding Proposal For The Blockspace @Coindesk Consensus ,"440548679406268994","","370694307402293",Executed,"100525000000"
1400.0,Snowbridge: Register Ether Asset and Lower Bridge Fees,"1290868644070243781","","1070000000000",Executed,-1
1401.0,Tip for Six,"7090875891910245","","385999798163404412",Rejected,"20000000000"
1402.0,SmallTipper,"375474866195516778","","60000000000",Executed,"200000000000"
1403.0,SmallTipper,"301600375591558331","","10250000000",Executed,"200000000000"
1404.0,QMDB Core Integration for Substrate Storage Enhancement,"12174966655616323","","361472928930943110",TimedOut,"50000000000000"
1405.0, Live-Streamer Retroactive Proposal,"278762621736947367","","188025659006653352",Executed,"25000000000"
1406.0,Polkadot Immersive Event Booth,"116800100000000","","376634954756288646",TimedOut,"284410000000"
1407.0,Set Curators for Legal Bounty,"378532816167376371","","61367783637277496",Executed,-1
1408.0,SmallTipper,"371017364136016278","","283233201785970",Executed,"200000000000"
1409.0,"2Days Devs Meetups with Polkadot (East Africa Community)","481779709937961","","373581729982237925",TimedOut,"2960000000000"
1410.0,RegionX - Coretime Marketplace Production Deployment Phase 1,"140967969848015047","","63052910761400000",Executed,"90070000000"
1411.0,Spanish Bounty V3,"62749805400565526","","321251185127083476",Rejected,"673752300000000"
1412.0,Polkadot + Brave Wallet: Driving Adoption Through Native Integration,"301085283405818004","","84887023985496546",Executed,"3000000000000"
